_id,Alternate Title
o_altTitles/08bf916b-dc0a-4e00-8814-ddbf138ee379,Gospel Singer
o_altTitles/df4fa9d8-00c8-4460-96d2-e1cf3a550207,Jazz Musician
o_altTitles/919d7d25-f659-4018-9938-44a9c77cecc0,Music Artist
o_altTitles/55a25145-de62-4122-bbcb-bd788a32643a,Rap Artist
o_altTitles/3845d118-54b8-452d-b03f-b33499885414,Recording Artist
o_altTitles/b9774801-5c4d-4020-8363-4d8538719b2c,Rock Star
o_altTitles/294e63d2-60a0-4401-a9c1-6e5206b8eefc,Singer
o_altTitles/bdccf7e5-1425-48ff-9a80-dd171c3f2513,Singing Telegram Performer
o_altTitles/6387b17c-34be-4c20-8d5a-373df602c5c2,Vocal Artist
o_altTitles/413ed6f4-80bd-4360-9f5d-35627393dc1d,Vocal Performer
o_altTitles/bb60d338-d559-4908-aa1d-fd863f4b6a74,Bandperson
o_altTitles/30600c23-b965-4c11-92b3-c43c8e7aebdb,Bell Ringer
o_altTitles/2de9ead8-171f-46fb-9a7f-b84c86daf084,Bull Fiddle Player
o_altTitles/46c0f2b4-4e90-4858-9b85-fda553c85690,Calliope Player
o_altTitles/993f4a9b-a43c-442e-8567-ad24a537f46d,Choir Accompanist
o_altTitles/1b24d977-46e2-4c1d-ba4d-3dc67b41f732,Church Musician
o_altTitles/7d43c3ca-dbe0-4732-a2f3-edc955cc92de,Cornetist
o_altTitles/44ac712e-ccec-4d27-8fbb-e8580b1584b7,Entertainment Musician
o_altTitles/14bbfc2f-1f14-479e-aa54-b0dd7b75d471,Orchestra Musician
o_altTitles/54ab74fc-0f72-472a-8883-9d5f29eecdd6,Piano Accompanist
o_altTitles/7a72d452-3674-4908-a5d4-aeaa878a05bc,Saxophone Player
o_altTitles/cfca3994-3b97-46cb-99ad-68ba51f0f1d2,Solo Musician
o_altTitles/d3104276-4b5f-4c68-992c-9754283a3a06,Studio Musician
o_altTitles/92f72b6b-8d86-48b5-b3f8-3ec87c321613,Worship Accompanist
o_altTitles/627c4f2b-cd38-46e4-b659-de91c49e6f67,Acrobat
o_altTitles/a5670da1-45b3-4149-b494-4d58c4a19bf7,Aerialist
o_altTitles/dc009260-bf52-403d-91cd-c2d2f96a6f44,Amusement Park Entertainer
o_altTitles/d0fdcd7d-a728-4ffa-a14e-8b70bb68a540,Aquatic Performer
o_altTitles/26b8f23f-d946-43b7-9032-7b09e975206b,Astrologer
o_altTitles/bd6a8100-11a4-475d-8aba-c1e391cffee2,Bareback Rider
o_altTitles/9a17f511-b08a-414d-85bb-19c4233a04a7,Baton Twirler
o_altTitles/d97e3c51-4c5b-4ac5-8e9d-8a38fe363a5c,Cheerleader
o_altTitles/c2e18594-bf0d-4d46-9708-26df7d726d0e,Circus Performer
o_altTitles/a3de989a-2095-4b28-96e3-7b883bf66f44,Circus Rider
o_altTitles/c49a4901-d556-4505-9f84-a23fc7fd6b7a,Clairvoyant
o_altTitles/d02badc5-5fe2-43b4-803d-f67346bcebc2,Clown
o_altTitles/a3e3b13b-7b89-43ea-a5ec-f1de86bc4684,Continuity Director
o_altTitles/c51075a4-07b9-4e72-baed-5637d403c76f,Contortionist
o_altTitles/81d30042-4846-4d54-82ff-a04645ab7a31,Cowboy
o_altTitles/98e345bf-509b-47b4-b586-41c555387033,Craniologist
o_altTitles/1fff568f-d121-45c5-b4d4-5ec4b6a27121,Fortune Teller
o_altTitles/ba8380bb-45f1-449d-aba1-e7ea1d4b76dc,Freak
o_altTitles/0bf44feb-820a-4d6f-9d0c-9b6bb13d7b82,Hypnotist
o_altTitles/9278b65a-dc38-4fac-b6a9-672578542972,Juggler
o_altTitles/902e18d5-9efe-4eef-ac04-15b6cea477bd,Magician
o_altTitles/2cc2265b-123a-4133-a61b-3090492c11d1,Marionette Performer
o_altTitles/d6fc0c74-d7e9-4a90-9f8a-cc922c3ed12f,Mascot
o_altTitles/c74765d3-aa00-45a6-b81e-03ab3e86bbb2,Medium
o_altTitles/b174f780-ecaa-47a2-8c46-6f1342694794,Mental Telepathist
o_altTitles/f10d7b16-6b95-417b-85a6-8093c41149dd,Mesmerist
o_altTitles/fbd921ef-27e8-4253-a938-955ce07ffc33,Metaphysician
o_altTitles/fb44087f-300e-4656-81da-d54e6b9e1833,Mind Reader
o_altTitles/bfa58309-ec2e-4b0f-8735-61fda8ff649f,Numerologist
o_altTitles/a3efb5e7-ada3-46f1-afa3-05643766da56,Orator
o_altTitles/3255f672-2021-4fe5-aa4b-e8201b6410e3,Organ Grinder
o_altTitles/f1c5c6b7-772a-45bd-bccc-1cafdc0740d4,Palmist
o_altTitles/88f27942-dcca-421f-8c07-42c4d62acb84,Pen Tender
o_altTitles/75d09d73-5c5f-4738-b431-d5700fee8df0,Penman
o_altTitles/9688515d-915f-41a8-94b8-26cd5cce8c41,Phrenologist
o_altTitles/7b8a3a2b-c22d-43e0-b5ac-343f7eb1d8cd,Prestidigitator
o_altTitles/a991f543-c292-48fa-b19c-ca97d027f534,Prompter
o_altTitles/8aeee8a5-af95-4c8b-9daf-ab389cedad62,Psychic Reader
o_altTitles/1fb4eb24-fe99-4c15-97e3-16c82c248c6b,Puppet Master
o_altTitles/59e77fa9-735b-475c-a330-277b71d00882,Pyrotechnician
o_altTitles/5a97652e-a2dd-4efa-9d24-760a9edc2021,Rodeo Clown
o_altTitles/c53e1434-7087-42a4-a108-ff5f91c749a2,Rodeo Rider
o_altTitles/8e12122e-a4d4-46fc-8885-80b16e43fb36,Rope Walker
o_altTitles/d68036f6-7bc6-4d82-bebc-f5853d4d8f56,Show Worker
o_altTitles/068c8f28-3c72-4f1d-b397-08badb9671a9,Showman
o_altTitles/488e8741-520f-4be5-95cc-27a6cc347c17,Spiritualist
o_altTitles/8ae6173f-adad-4576-8b76-de8ac3139d18,Square Dance Caller
o_altTitles/75306a0d-cb03-45d6-84c2-c4ab3f744d6c,Stand Up Comedian
o_altTitles/46c8a442-858a-4bc7-8373-ffb7c2d2234f,Story Teller
o_altTitles/0ba003d0-f4ac-4523-a8b6-e1e5a09296e8,Stunt Man
o_altTitles/c3c18262-8f17-4938-a3b3-4eef75e3b1f3,Stuntman
o_altTitles/b466a256-c03c-4c1d-8487-f6ea8f44114a,Trapeze Performer
o_altTitles/6ca0c9a2-1977-4fb2-8ea8-e2aa49f4ac84,Tumbler
o_altTitles/71d68bee-d7e2-4df5-89eb-f67141cc9650,Variety Performer
o_altTitles/bbeef2cd-08a4-470b-a5e3-6f48b9a5af88,Wire Walker
o_altTitles/872c547a-9896-4478-9690-b5cf71a1c12e,Anchor
o_altTitles/7f1d5692-2092-4d96-9dd0-2d04938b08bd,Announcer
o_altTitles/039274fe-05aa-4900-97d4-a7c7b400e43a,Commercial Announcer
o_altTitles/7554e835-1314-40f0-9534-33c5918633cb,DJ (Disc Jockey)
o_altTitles/9dec0874-8197-4349-ac84-4cad42b44bdd,Game Show Host
o_altTitles/6c8c33b9-57c4-45ac-b135-5f5d83d44b60,Host
o_altTitles/8e99477d-dde3-483c-a41d-0b6109e56f69,Host/Hostess
o_altTitles/2e0846c0-68bf-414b-a83a-ec7b0fca3739,Hostess
o_altTitles/4daf6f2d-3c24-43f5-8fe4-db6d1e21ea89,Morning News Anchor
o_altTitles/7424b437-6d68-4de1-b4cc-7ae23e68cc35,Morning Show Host
o_altTitles/4ccd58bf-89a5-46d7-9e27-e49d084c0f82,Music Journalist
o_altTitles/868a7b85-32af-498a-8819-be1f92913c30,News Anchor
o_altTitles/d799375a-03da-44de-89da-ce66e75b8344,News Broadcaster
o_altTitles/67ef30fe-0ca5-426d-872f-301537ad88e3,Newscaster
o_altTitles/ffb18dd6-9b56-447c-b542-06c30c5c6f9d,On Air Personality
o_altTitles/755c3420-4751-47c4-8294-e09b77d4dd2a,On-Air Announcer
o_altTitles/e68cdaef-abe8-4dd9-b994-f8125257ec7f,On-Air Personality
o_altTitles/b4cf25f7-2ac7-4a84-8f0c-f08dbe5af81c,On-Air Talent
o_altTitles/dc5040d9-3580-4c0b-9984-1662c6209e16,Program Host
o_altTitles/f1d3c337-20f1-4c14-b15c-f90cad03afde,Radio Announcer
o_altTitles/3511187c-4a60-41b9-8045-5a15319024ce,Radio Artist
o_altTitles/1cd397a5-3365-4959-96a1-39446a7fe886,Radio Broadcaster
o_altTitles/6ee7e343-4651-40f5-a459-0ee473235f9d,Radio Disc Jockey (Radio DJ)
o_altTitles/13254c64-5159-451d-9f6f-f9cb9c50c2c2,Radio Host
o_altTitles/0aad1f60-2f43-4713-945e-ebc818078e00,Radio Performer
o_altTitles/61ad7012-5189-4456-b254-eed8d860f086,Radio Personality
o_altTitles/0a74300b-dd21-4ccb-8243-54a6ef1de502,Radio Sportscaster
o_altTitles/8abcf05e-908c-4791-86b1-2efe7404d871,Radio Television Announcer (Radio TV Announcer)
o_altTitles/874ab0a6-de43-456e-9e3b-55585fa15f99,Show Host or Hostess
o_altTitles/a36d9cc3-34d2-44d2-a54d-d484ed9dd824,Sports Analyst
o_altTitles/1f542cf4-9194-4c56-bbee-2356354b1f7a,Sports Anchor
o_altTitles/27e3fc0e-a3a0-4c68-8b39-9f26a45ead65,Sports Announcer
o_altTitles/714bf9cd-6fb5-4248-ae4c-7b7dd961da91,Sports Broadcaster
o_altTitles/93a0efcd-d364-47ab-b88b-69d60422180a,Sports Commentator
o_altTitles/fff0215b-2b3a-409e-8751-d3d545ccaa25,Sports Journalist
o_altTitles/5eb1a311-dfac-4212-a7d4-6c109127e32b,Sportscaster
o_altTitles/1f45e275-0443-4391-bcd7-00fcde749859,Talk Show Host
o_altTitles/eeb33309-1d1e-48de-9680-d9b157fd5b61,Television Announcer (TV Announcer)
o_altTitles/8ef57762-e689-4274-81a1-eac5b525128a,Television Host (TV Host)
o_altTitles/087f103e-6462-4709-8f9c-ecd7ea21c42e,Television News Anchor (TV News Anchor)
o_altTitles/5b909cb3-5b01-46f3-8fb6-efef69ad3a39,Television Specialist (TV Specialist)
o_altTitles/c067ee6c-c5d5-422f-b33e-b07c0a87dc6f,Voice Over Announcer
o_altTitles/1af1cfd0-8820-48bc-b0cf-b195a3ccf303,Weather Anchor
o_altTitles/398affaa-7a33-4457-89f6-0edcc0d3b46c,Bingo Caller
o_altTitles/f5858128-728b-4031-8e93-acbcfd834c95,Disc Jockey (DJ)
o_altTitles/1f2ae83c-13e3-430c-a9f7-7999a622d90b,Emcee
o_altTitles/8e617d82-88af-49db-a3d1-608bd6ef1408,Event Entertainer
o_altTitles/b2a6d731-f8a8-48b6-8f3e-d2af8c8170ec,Event Host
o_altTitles/61b56a3d-b018-46ae-b5e2-9e041f793f8c,Master of Ceremonies (MC)
o_altTitles/3fd3aabf-6e4c-4f7d-9cb0-dd56b0e49fff,Mobile Disc Jockey (Mobile DJ)
o_altTitles/dbe2350d-03d9-470c-a37b-2b98db565bb5,Motion Picture Narrator
o_altTitles/791018bb-c0c8-47a3-9680-18c12db49099,Public Address Announcer (PA Announcer)
o_altTitles/44dfeeb1-c49e-4b53-9577-6efb0403754c,Ringmaster
o_altTitles/e5b463d1-0b9d-46df-b57f-e85373de42d8,Track Announcer
o_altTitles/c90ba8bc-7330-4cc8-81bd-693d798679a1,Train Announcer
o_altTitles/b80fab79-c7f8-4d94-bf37-df9aa2c02bda,Train Caller
o_altTitles/98ebf5cf-0edc-4b5d-ab8b-aee844787d30,Anchorman
o_altTitles/3409e91e-18a9-4ebf-8ad2-acec70a1c0e3,Art Critic
o_altTitles/7b5e5e1d-93d0-453d-9bab-66ec531882ff,Basketball Commentator
o_altTitles/5eeb88f2-3dc1-488d-b62b-a30acb7334cb,Broadcast Journalist
o_altTitles/d8b55277-f271-462d-83cf-e2280a717767,Broadcast News Advisor
o_altTitles/2f6a61cc-0d30-4d40-98db-1b71f999fd34,Broadcast Supervisor
o_altTitles/99d6486e-2596-4270-883e-7b0c0be2290b,Commentator
o_altTitles/eb9be8a6-7eef-4c94-b3f1-64f605f0e684,Content Director
o_altTitles/176c7c24-360e-4a02-b022-7ca94389372a,Digital Commentator
o_altTitles/0d9a666d-8780-4ae0-829a-666aaab6610a,International Editorial Producer
o_altTitles/86df8e5e-2e32-4c94-bc1f-3e43c9300378,Media Analyst
o_altTitles/f5df442b-773f-4a9f-b8dd-76b66f0ea308,National Investigative Producer
o_altTitles/e481496e-c51b-43b0-8996-58156e62b388,News Analyst
o_altTitles/5cc69c84-538c-413e-9426-14ab07de24e3,News Commentator
o_altTitles/ef45c96d-4227-4136-80ae-6ebdb5998150,Radio Commentator
o_altTitles/04d8cad1-679a-49dd-9e5b-0cecd5fdfffb,Radio News Anchor
o_altTitles/8b89a8be-bb5d-4bf2-b5bd-c2f4c1a1fe9c,Radio Talk Show Host
o_altTitles/b1e2b131-b8e3-4514-951f-3868c11f8f25,Soccer Commentator
o_altTitles/7df6bcd5-7237-4f7c-973e-bbebe0587a9a,Volleyball Commentator
o_altTitles/201b2d52-0b71-4302-9b69-55a632e15a17,Weekend Anchor
o_altTitles/dc059e17-9343-4823-924b-0c5e7fba8d1e,Blogger
o_altTitles/fb20667f-a46e-4d72-ac7b-880ff5abdd9b,Book Critic
o_altTitles/a08bd164-8037-410a-aa51-c236ee5aa49c,Book Reviewer
o_altTitles/b4d204d7-4073-4ac0-8e3b-2e30576a7e3b,Business Reporter
o_altTitles/6cabc58d-d3ce-4719-bc8b-6c8b5e1d69fc,Business Writer
o_altTitles/27d29d97-1a70-444b-84f6-f6d445a9658e,Columnist
o_altTitles/7424a8f6-64b7-4014-85a5-c2edaf2b59e9,Correspondent
o_altTitles/b86366f3-e19f-4e15-9acc-bbbe67dc1a67,Courtroom Reporter
o_altTitles/1a82f60b-85ff-4b26-9717-d1e8e9bc9b75,Critic
o_altTitles/1384c105-326c-4168-afba-79a266e9d087,Cub Reporter
o_altTitles/4c314c76-a4a5-4f01-84ea-e0270484ef03,Data Journalist
o_altTitles/fa158bab-0e33-4980-b3c9-57df767fd61d,Desk Reporter
o_altTitles/6e49ff50-792b-448a-a991-b6de62c39f0d,Dramatic Critic
o_altTitles/4ed509d6-0cc0-4d72-a3e4-864278a493e4,Editorial Writer
o_altTitles/c8c68ce7-6730-4d4a-99d5-f21fe9846791,Environmental Journalist
o_altTitles/ed7dc3a0-2232-41c9-a92d-e83884da96ca,Fashion Journalist
o_altTitles/9bad75c3-9c53-4b92-850c-03eb2021b450,Feature Writer
o_altTitles/b1d7b805-1d2f-4001-b403-49e7a1e1fcb6,Film Critic
o_altTitles/c12d9ab6-c9b8-4f30-93e8-fb12d1adcbba,Financial Writer
o_altTitles/da30ddfa-6458-4711-aa8a-71447e46b21e,Food Writer
o_altTitles/4318bf06-5e6e-45d2-b2b5-a535b9906b42,Foreign Correspondent
o_altTitles/f27d44b0-f2bd-4331-8092-0f9f3f7f3396,General Assignment Reporter
o_altTitles/6570116d-5795-4008-9700-02cd035ec142,General Assignment Television News Reporter
o_altTitles/a8e5eaf2-4614-4caf-9ab9-a91912a82952,Headline Writer
o_altTitles/c6f874bd-9a24-46bc-bc40-86f8df66d010,Information Writer
o_altTitles/a9ea5a49-7318-4178-a44f-f3ee80c96abe,Investigative Reporter
o_altTitles/17f67a8f-36cb-4bd3-8bdc-aa5348be1916,Journalist
o_altTitles/370ec958-792a-494f-8efe-494c3b68dab8,Law Reporter
o_altTitles/ff4012e2-b7ff-4eb6-a258-948fc8be1416,Leg Man
o_altTitles/4184af96-d836-4ed0-9cb2-f61c15bf77c6,Magazine Journalist
o_altTitles/d012e346-783b-4eaf-aef1-00cc184e3ea3,Magazine Writer
o_altTitles/57d9ca49-c7f7-43d7-b04f-2f6535729bc7,Marine Reporter
o_altTitles/754be9bb-2416-437c-9e10-cf01f2b7eca1,Market News Reporter
o_altTitles/fa2d6bf8-81c6-4155-b235-b260b5a9b694,Market Reporter
o_altTitles/48419bb8-be26-47e3-a850-43301c4af83d,Motion Picture Critic
o_altTitles/2ae88db7-4400-48df-a5c7-7752969a19b2,Movie Critic
o_altTitles/48cc99f1-32c8-490c-9702-eeca259e4c3c,Multimedia Journalist
o_altTitles/74802d36-626e-4d22-b494-914db5376055,Music Critic
o_altTitles/135db9e7-414a-4efe-be09-a2eac8ff9ce2,News Correspondent
o_altTitles/b2befd10-07d1-4282-afab-ccb76a5ec896,News Reporter
o_altTitles/0c253829-9924-48ab-ab8a-a9341f175c6c,News Specialist
o_altTitles/beb81a43-3e9f-421a-bbad-c848a0465db0,News Writer
o_altTitles/a0f66a0c-3d6d-4a3e-a98c-111210081157,Newspaper Columnist
o_altTitles/cfd5c4e0-7994-4ba2-a797-5cbfa940efd5,Newspaper Correspondent
o_altTitles/8d2b9ea7-e31e-4398-961d-f82aac1c02c1,Newspaper Journalist
o_altTitles/14d4e098-9f49-4465-bf78-05c582ba4f73,Newspaper Reporter
o_altTitles/6520910b-938c-434f-bfb1-4b27a10a73c5,Newspaper Writer
o_altTitles/54b21fd1-4704-489b-8158-0db69042c54a,Photojournalist
o_altTitles/6a28498a-acb2-40d6-b759-c4dc2b247ce3,Political Reporter
o_altTitles/8d3354d5-59d5-4d0c-9939-cd240f00a490,Press Writer
o_altTitles/2328f559-e8f1-4d47-b5bc-e1b8c61f31c8,Print Journalist
o_altTitles/e93138da-c3f6-4ac2-b8e9-34275490eb81,Radio News Writer
o_altTitles/22dac979-2f68-421c-9489-6df058b7868a,Reporter
o_altTitles/2b147b15-3362-4c87-90e2-b9b44af4ee86,Society Reporter
o_altTitles/fc8cb1e9-d8e3-4050-aa3f-936e33297275,Sports Reporter
o_altTitles/a73459ec-ba47-4b82-bfc5-f931c8eb7525,Sports Writer
o_altTitles/ce3d5bbf-4043-45a9-9190-577a423a696b,Staff Reporter
o_altTitles/0b04cadf-d96a-4f02-9be5-231dda02f905,Staff Writer
o_altTitles/f61e659c-ab74-48b8-a35e-30ac18c675e9,Television Anchor
o_altTitles/5d88128d-e991-4080-9aa0-b5a6e8961e64,Television News Reporter
o_altTitles/67a89664-945f-4af0-b19f-356d9850b73b,Television Reporter (TV Reporter)
o_altTitles/1ac0b70d-84d7-43a3-9107-ddf4a92c89b6,Traffic Reporter
o_altTitles/3e72f0e7-3fd2-497e-bcc7-794af46f194d,Travel Journalist
o_altTitles/742f6203-4779-4f3e-9475-f23c8d585680,Travel Writer
o_altTitles/51824c4a-e0ad-48f4-9af3-9db724849d07,Writer
o_altTitles/db2e438b-16f3-4222-a60c-f5d3d62f36d6,Audience Coordinator
o_altTitles/96442b92-7fcb-4672-8ae3-c9ca94d1fb65,Brand Advocate
o_altTitles/266c0a0b-43bd-48d5-89bc-4fddf4684d14,Communication Specialist
o_altTitles/6144cf62-1c54-41ee-b3bb-93fa21723114,Communications Assistant
o_altTitles/0c5e448b-d6b5-47ad-9bc4-9af1fc402049,Communications Associate
o_altTitles/1d556844-c08c-4a3b-bc7f-108e97b34642,Community Relations Coordinator
o_altTitles/965b2afc-bb4e-4ec6-bab3-3710941e55f8,Community Relations Manager
o_altTitles/702e77ae-7d42-4e0b-a83c-ae5761c1473f,Corporate Communications Specialist
o_altTitles/78fed333-3041-478c-90f5-9bed4e8e130a,Customer Specialist
o_altTitles/19144f2f-2dd7-497f-a9cc-f1e2bace0f7c,Environmental Communications Specialist
o_altTitles/4e0c1b96-1a1b-4397-b060-4999158d92c3,Lobbyist
o_altTitles/0fbaaff4-a0db-49b5-b376-9754e3b902ab,Media Relations Specialist
o_altTitles/043c0ca0-c720-4be8-b36d-49a09b2db2ff,Motivational Speaker
o_altTitles/57e82b4c-1468-4225-8f26-3d156c8bf041,Music Publicist
o_altTitles/89e15066-e270-4518-9cac-23cbdfc84642,Press Secretary
o_altTitles/a16560cb-a468-4018-ac45-4a4f934f3c6e,Promotion Specialist
o_altTitles/31c64e2b-1f14-4563-9059-6a3c9e249bb1,Promotions Assistant
o_altTitles/ac5e49e9-99b3-4276-ba20-c9233e1b2cff,Public Affairs Specialist
o_altTitles/1edde984-c9c8-4149-9518-19b8ff819549,Public Information Specialist
o_altTitles/0aab98dc-e997-41d3-9d28-2e31f3122b31,Public Relations Account Executive
o_altTitles/65c5c23f-63df-4c4b-b306-4684b614ba73,Public Relations Assistant
o_altTitles/2df20b2f-f927-42a2-80b9-35ba9777b110,Public Relations Consultant
o_altTitles/10056ff8-1b83-48dc-b2d4-b1c912891484,Public Relations Coordinator (PR Coordinator)
o_altTitles/9560b6f4-2f17-46e1-a0a3-4ceeffac68d8,Public Relations Counselor
o_altTitles/ab7185f4-61de-4cb2-82e2-f094c6948632,Public Relations Manager
o_altTitles/089ed462-212e-40e1-bce2-48457cf2f300,Public Relations Officer
o_altTitles/b8a9c14c-8344-4e93-b574-be688385d71e,Public Relations Specialist (PR Specialist)
o_altTitles/a1ea4b83-f7f5-4278-affc-2dfb484c2235,Publications Manager
o_altTitles/363bd62d-a235-4fb9-bd2f-24b6d5b202be,Publicist
o_altTitles/105832b9-c09f-4765-a8a4-9f4459a66c54,Publicity Agent
o_altTitles/d2750771-ccd5-4090-8ce5-5fa837bdcc4d,Publicity Consultant
o_altTitles/4f37bbe1-f7eb-4c3c-b956-9ecb6548b9a8,Publicity Expert
o_altTitles/0a68ada3-c110-4f1e-a4da-16dae7227323,Publicity Person
o_altTitles/6b35faba-e1a6-477f-93a7-20028f5e17b6,Publicity Writer
o_altTitles/bd5a7695-c784-409f-aa5e-977159d6c885,Service Promoter Salesperson
o_altTitles/b6becc5a-490c-4b31-97d0-aa7fe8f257db,Speech Writer
o_altTitles/ffe3aab8-385d-41e9-b160-1d5705eef5dd,Sports Information Director
o_altTitles/4862b6e3-4192-414f-848d-2247a0d780dd,Sustainability Communicator
o_altTitles/b76a4ce8-736b-404c-821f-09ecf9fbc106,Acquisitions Editor
o_altTitles/130cc4d8-56ae-4f5b-864c-fb674c31d074,Acute Editor
o_altTitles/6a788f5b-5c1c-413e-bd10-8a14ea33cc56,Advertising Editor
o_altTitles/cab4d214-3d0f-4bd4-92bc-c9d724d771a1,Art Editor
o_altTitles/37afdc7a-35db-42ae-895b-56acae220f53,Assignment Editor
o_altTitles/52340d8b-a33d-461c-8ae1-3c07c2514bc5,Book Editor
o_altTitles/e6e2e964-d21f-44b9-8217-e79de538132e,Business Editor
o_altTitles/f7d5a86d-aabc-4e92-ad69-1c4f08e6087d,Censor
o_altTitles/bd4776cc-b52e-4a14-92b4-3dead7c81770,Chief Editor
o_altTitles/1ad1c745-c57f-456a-9a37-ea11b8c07522,Communications Editor
o_altTitles/c6fcc305-40ad-438a-ada1-94b6f36b4bb8,Content Editor
o_altTitles/40aa93d4-4c0d-4320-8810-89eb46b13f9c,Continuity Editor
o_altTitles/525deb8b-5486-4777-a427-5e8a6bbacd62,Continuity Reader
o_altTitles/04545163-aaa3-415a-82d2-fff13c520306,Copy Reader
o_altTitles/92e0c56f-4ddd-4e5a-8296-9193079b4736,Dictionary Editor
o_altTitles/7b807618-bf5c-439e-be42-b0eb3562eb58,Editing Computer Publisher
o_altTitles/fb469664-2728-4b66-86a8-a48a4b7a1460,Editor
o_altTitles/7bd0e7dc-5428-4b9c-b881-dc1ed96c167a,Editorial Assistant
o_altTitles/a519430e-8192-4a20-a5e4-deee118f8243,Editorial Specialist
o_altTitles/f04017ab-1e86-4de9-a366-f3cf32cc5482,Fashion Editor
o_altTitles/b3646888-12db-49fd-9746-ed46f03d8312,Features Editor
o_altTitles/6a024a2a-27b9-4da2-9b2a-d18216145ef5,Food Editor
o_altTitles/21d3c8ee-523c-4b2c-907b-10f6a6d2897b,Greeting Card Editor
o_altTitles/90bcd571-a11e-4cdb-9447-14f4eaa692ba,Index Editor
o_altTitles/8efc1cc4-ca53-4c3b-9d41-3bfa11540b8d,Legal Editor
o_altTitles/dc592cc6-fec2-4c2d-85e0-98613c0b9841,Magazine Editor
o_altTitles/89b1ef23-464a-4d1d-b4b5-8138671cf8a3,Make Up Editor
o_altTitles/09c26502-4738-4102-8f36-0ad480793763,Managing Editor
o_altTitles/a9853b43-e38b-45dd-b5e5-695dc1d60744,Manuscript Editor
o_altTitles/40da363b-ae5e-48f5-a2c3-f0a1db802248,Manuscript Reader
o_altTitles/54467d25-82be-4479-87cf-6b6861630ae5,Market Editor
o_altTitles/e0e88d00-eca4-49ea-835d-9ccce8a9042a,Medical Editor
o_altTitles/fc0e467f-1dda-41b3-819e-8d9eeac0dfd4,News Editor
o_altTitles/5129e9bb-9f01-41b6-8254-3b24cd673733,Newspaper Copy Editor
o_altTitles/6cc4c7bd-0497-4fe1-806a-b6059bdc3774,Newspaper Editor
o_altTitles/55d100e4-0c4d-4a9d-8e12-29f5aadc77bb,Newspaper Managing Editor
o_altTitles/8e279907-9699-4060-9a53-1c88ebab96f6,Newspaper Photo Editor
o_altTitles/0ff4c96c-7209-49c9-9535-cba4a2c123db,Online Content Editor
o_altTitles/1d553142-33f7-4883-88ab-18bb127dfc49,Play Reader
o_altTitles/ea5a2b3c-07a4-43b3-9113-cc2b3b855c22,Program Proposals Coordinator
o_altTitles/5f341bbb-4434-42d9-b6cc-297a5ab80172,Publication Editor
o_altTitles/8ad9f2aa-330d-4091-908e-074b03eae3e2,Publications Editor
o_altTitles/f4fc5de8-b436-4dce-a84c-ce575e961ea9,Rewrite Editor
o_altTitles/09b8ec34-8168-4ad5-9206-ec3245b2ad02,Science Editor
o_altTitles/6d82c65a-8ffe-4ed4-9f22-ea44117c87a5,Scientific Publications Editor
o_altTitles/01e66802-21e5-4573-8ba9-eb3626b52107,Script Editor
o_altTitles/554b1d92-a698-41ee-87b9-b8fe799bfd4c,Script Reader
o_altTitles/e46da133-f78d-4e6e-a2dc-33797d0197e3,Slot Editor
o_altTitles/52a63c1e-a39a-4ead-98b3-fb72367d6926,Society Editor
o_altTitles/bec74038-ba61-4409-825c-d2b1b20f1181,Sports Editor
o_altTitles/172949ec-74c8-4111-93e7-7a8b9b9ed882,Story Editor
o_altTitles/3bc76bfc-74bb-4ea3-b030-465aa343f3aa,Story Reader
o_altTitles/f9e06fe2-1b59-4994-ac7d-9a8e539b0ae8,Technical Editor
o_altTitles/4b02cc18-0864-4ef2-a710-ba185bc394cb,Telegraph Editor
o_altTitles/ebffb790-7043-4d31-981d-3d18ce17c853,Web Editor
o_altTitles/832492a8-88f2-4d6a-8904-64f3560afcfa,Assembly Instructions Writer
o_altTitles/17393b58-0ca0-4fe1-81e1-68a48745f156,Chief Writer
o_altTitles/27441c5a-57c9-415a-b59d-eb667d182cc0,Clinical Writer
o_altTitles/dcaefb61-d8ca-41ec-82b4-1d6559ba6e3a,Com Writer
o_altTitles/b4760341-da03-44a5-a318-5f3b2704c44b,Contract Writer
o_altTitles/6de09a15-b877-4003-9f54-3272d1f066e7,"Director, Medical Writing"
o_altTitles/84ed1345-8446-482e-a24b-50efe99e37dd,Documentation Designer
o_altTitles/66852021-6ad3-417a-a3fc-b3ad2dac526c,Documentation Specialist/Technical Writer
o_altTitles/086f3e12-7c4b-47e2-8394-3a4673291027,Documentation Writer
o_altTitles/02b8801f-8508-40f5-85e4-16701fb5df93,Electronic Publications Specialist
o_altTitles/920ea9d6-b21a-4d61-9850-4f3636cbbe32,Electronic Publisher
o_altTitles/30a783fe-fa0f-4da0-b008-b4b9be21694e,Engineering Documentation Specialist
o_altTitles/988a8187-9d86-40d6-84a9-e184d91edf13,Engineering Writer
o_altTitles/ec08ac35-5b3c-489b-bffc-68aa31f3b379,Expert Medical Writer
o_altTitles/742f8e19-2b0a-46bf-8fc0-3196b32090f3,Global Technical Writer
o_altTitles/b251a643-0f60-4b12-b8b7-9e4d4cfd474e,Handbook Writer
o_altTitles/d82b5a0d-3e8c-4727-b970-529ac037bbd0,Health Science Writer
o_altTitles/59c9ddf5-4c0e-48a8-8468-64a7e1c2f46d,Health Technical Writer
